gene,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj,,,,
ENSCAFG00000016636,SH3KBP1,33.78968987,0.004183735,0.086534438,0.682642935,0.999567267,,,,
ENSCAFG00000016639,PIK3IP1,1022.640229,0.003071714,0.076878776,0.914033684,0.999567267,,,,
ENSCAFG00000016640,CST6,6052.371984,0.007419198,0.080471122,0.732403453,0.999567267,,,,
ENSCAFG00000016642,JMJD1C,358.2675016,-0.000342539,0.080631603,0.987026921,0.999567267,,,,
ENSCAFG00000016644,NA,2089.817893,0.015895355,0.082790769,0.374746331,0.999567267,,,,
ENSCAFG00000016645,NA,21.27010932,0.004295913,0.083660451,0.754497354,0.999567267,,,,
ENSCAFG00000016649,HMGCL,381.333077,-0.008686183,0.077517891,0.752755729,0.999567267,,,,
ENSCAFG00000016651,NA,1009.903827,0.00172928,0.084700587,0.881648782,0.999567267,,,,
ENSCAFG00000016653,PATZ1,1110.975483,-0.009710112,0.074726019,0.758252137,0.999567267,,,,
ENSCAFG00000016654,ING5,11.80037206,0.005105253,0.087645952,0.604538803,0.999567267,,,,
ENSCAFG00000016655,PLBD1,2187.492346,0.005645094,0.093502029,0.506975154,0.999567267,,,,
ENSCAFG00000016658,SPATA46,4.544083033,0.005400627,0.087049924,0.598372032,0.999567267,,,,
ENSCAFG00000016662,BCLAF3,2.684365492,-0.009480138,0.100074941,0.298713451,0.999567267,,,,
ENSCAFG00000016663,SH2D1B,7.40388411,0.007567029,0.089158078,0.452320507,0.999567267,,,,
ENSCAFG00000016664,SENP5,73.82632971,-0.002019551,0.080931677,0.920930367,0.999567267,,,,
ENSCAFG00000016666,NCBP2,5.849309964,0.002394868,0.085998181,0.815448775,0.999567267,,,,
ENSCAFG00000016671,GLUL,57.38891986,-0.011636536,0.081810255,0.54056026,0.999567267,,,,
ENSCAFG00000016673,ATF7IP,437.1819027,-0.003871044,0.084086796,0.763759337,0.999567267,,,,
ENSCAFG00000016675,AP3B2,762.1573247,0.000579328,0.07854894,0.9819192,0.999567267,,,,
ENSCAFG00000016679,UAP1,328.772307,-0.000340286,0.091320863,0.965200943,0.999567267,,,,
ENSCAFG00000016684,ZNF512B,1077.247852,-0.02578528,0.074800463,0.424772638,0.999567267,,,,
ENSCAFG00000016685,RNASEL,1942.31829,-0.001113541,0.089339034,0.893820513,0.999567267,,,,
ENSCAFG00000016686,MAGI3,76850.82017,0.000277365,0.09832532,0.968618632,0.999567267,,,,
ENSCAFG00000016687,INSYN2A,2535.225135,0.016667925,0.07991624,0.48270616,0.999567267,,,,
ENSCAFG00000016688,TSGA10IP,76.49755043,-0.002373342,0.099565063,0.740930611,0.999567267,,,,
ENSCAFG00000016689,FOXI2,3001.153803,-0.005263666,0.093865729,0.528000811,0.999567267,,,,
ENSCAFG00000016690,CLRN3,1102.522657,0.016910835,0.083419971,0.325537199,0.999567267,,,,
ENSCAFG00000016692,SAMD10,7.263356858,-0.005256325,0.099457445,0.502042488,0.999567267,,,,
ENSCAFG00000016693,FOSL1,1976.225431,0.008796875,0.075318529,0.775077573,0.999567267,,,,
ENSCAFG00000016694,SMARCC1,1336.832359,-0.000970668,0.081455646,0.959221726,0.999567267,,,,
ENSCAFG00000016697,TLK2,102.3044014,-0.012459731,0.089254878,0.289319664,0.999567267,,,,
ENSCAFG00000016698,CCDC85B,110.3756961,-0.007884377,0.103948844,0.347211241,0.999567267,,,,
ENSCAFG00000016700,MAP3K20,108.3460413,0.002456719,0.094802323,0.7443167,0.999567267,,,,
ENSCAFG00000016701,FSD2,617.134985,-0.003361776,0.082707598,0.831425118,0.999567267,,,,
ENSCAFG00000016702,PCSK7,1352.390197,0.014656782,0.082521489,0.41814176,0.999567267,,,,
ENSCAFG00000016706,BAZ1B,63.70405329,-0.000555149,0.085195785,0.959330446,0.999567267,,,,
ENSCAFG00000016708,GRIN2B,726.988408,0.002253997,0.084065739,0.85906696,0.999567267,,,,
ENSCAFG00000016709,WHAMM,237.7201205,-0.002147362,0.087368805,0.817207987,0.999567267,,,,
ENSCAFG00000016710,MARCHF10,1108.646632,-0.002269364,0.083045486,0.87871966,0.999567267,,,,
ENSCAFG00000016711,ARHGAP5,632.1989937,-0.007207367,0.083037622,0.642544504,0.999567267,,,,
ENSCAFG00000016714,FIBP,3304.408019,0.001335943,0.093919438,0.858047605,0.999567267,,,,
ENSCAFG00000016715,NA,1105.445659,-0.021065021,0.082055247,0.30101893,0.999567267,,,,
ENSCAFG00000016718,CSPG5,178.0779809,0.001434635,0.118657764,0.837448053,0.999567267,,,,
ENSCAFG00000016719,NA,1045.222906,0.013370213,0.080814459,0.533654267,0.999567267,,,,
ENSCAFG00000016720,FZD9,287.3974307,3.47E-05,0.097785272,0.99608994,0.999567267,,,,
ENSCAFG00000016721,NPL,3681.459895,0.011329259,0.081141285,0.580527178,0.999567267,,,,
ENSCAFG00000016723,TAGLN,39.42144078,-0.004175856,0.099364648,0.580309744,0.999567267,,,,
ENSCAFG00000016728,EIF4ENIF1,423.6928211,-0.007755393,0.079681412,0.741067971,0.999567267,,,,
ENSCAFG00000016732,CTSW,3058.953349,0.002065755,0.084456761,0.863494135,0.999567267,,,,
ENSCAFG00000016736,VPS8,1704.765022,-0.003255998,0.078953946,0.895570149,0.999567267,,,,
ENSCAFG00000016737,RPS6KA3,1380.762775,0.017048711,0.081603138,0.402782378,0.999567267,,,,
ENSCAFG00000016741,ELP6,3842.084527,-0.002098607,0.078436289,0.935135972,0.999567267,,,,
ENSCAFG00000016743,STRC,4923.716704,0.007626278,0.080642753,0.720472052,0.999567267,,,,
ENSCAFG00000016744,GAL3ST2,314.4104013,-0.002279397,0.085915967,0.825082892,0.999567267,,,,
ENSCAFG00000016746,FKBP6,201.7524561,2.86E-05,0.116785021,0.996710582,0.999567267,,,,
ENSCAFG00000016747,OLA1,1425.661872,0.019640172,0.080363819,0.398314508,0.999567267,,,,
ENSCAFG00000016750,OPRL1,1558.170644,-0.000168481,0.077957575,0.994954909,0.999567267,,,,
ENSCAFG00000016753,DDR2,1067.650627,0.036255665,0.075224054,0.26812026,0.999567267,,,,
ENSCAFG00000016755,RAMAC,1245.022735,0.001878272,0.105118097,0.787283493,0.999567267,,,,
ENSCAFG00000016756,EGLN3,1115.725229,-0.00757971,0.07870138,0.765680102,0.999567267,,,,
ENSCAFG00000016757,SP9,488.5807583,-0.001226775,0.084986786,0.912648105,0.999567267,,,,
ENSCAFG00000016758,PDCD1,1656.95369,0.00410939,0.079197271,0.865900942,0.999567267,,,,
ENSCAFG00000016761,NA,351.7518701,-0.00224537,0.084614739,0.849047707,0.999567267,,,,
ENSCAFG00000016762,NA,1179.452747,-0.032638549,0.079270652,0.228536455,0.999567267,,,,
ENSCAFG00000016765,CATSPER2,595.7636295,-0.008226346,0.08296462,0.604266147,0.999567267,,,,
ENSCAFG00000016769,BTBD1,1212.949795,0.005941774,0.132534993,0.440415388,0.999567267,,,,
ENSCAFG00000016770,NRP2,601.5515389,-0.005851721,0.089262378,0.536492598,0.999567267,,,,
ENSCAFG00000016771,MAGEF1,101.5504925,0.005767976,0.089334839,0.540236128,0.999567267,,,,
ENSCAFG00000016772,EFEMP2,86.39787169,0.002898458,0.084315163,0.814391883,0.999567267,,,,
ENSCAFG00000016775,NSUN5,3.654380283,0.013842932,0.097078319,0.203050125,0.999567267,,,,
ENSCAFG00000016776,FAM234B,877.8683231,0.000312635,0.082436566,0.984757153,0.999567267,,,,
ENSCAFG00000016782,SCAP,2.901745549,-0.002113739,0.089101866,0.804773121,0.999567267,,,,
ENSCAFG00000016783,NA,139.6532212,0.005772988,0.098592995,0.472485497,0.999567267,,,,
ENSCAFG00000016784,SIDT2,1364.543247,-0.003791656,0.08204133,0.828909137,0.999567267,,,,
ENSCAFG00000016787,PTPRE,834.0752591,-0.00433769,0.081817397,0.811279013,0.999567267,,,,
ENSCAFG00000016788,DHX9,1946.519834,0.019841437,0.080305304,0.396370658,0.999567267,,,,
ENSCAFG00000016789,SFI1,1461.297688,0.012295931,0.081109441,0.552355983,0.999567267,,,,
ENSCAFG00000016790,C34H3orf70,373.3111538,-0.001524908,0.081344525,0.936968412,0.999567267,,,,
ENSCAFG00000016791,HDGFL3,20.73894276,-0.003053342,0.091090711,0.710006048,0.999567267,,,,
ENSCAFG00000016792,PITHD1,464.371676,-0.005828008,0.08183813,0.749186622,0.999567267,,,,
ENSCAFG00000016793,HSD17B7,957.360601,0.005906955,0.082153719,0.734776665,0.999567267,,,,
ENSCAFG00000016794,NA,1155.17739,-0.000579624,0.080830543,0.977529101,0.999567267,,,,
ENSCAFG00000016795,PDIA3,1039.610345,0.012021164,0.078850003,0.635981655,0.999567267,,,,
ENSCAFG00000016798,MUS81,95.98611021,0.00095347,0.086237737,0.923203894,0.999567267,,,,
ENSCAFG00000016799,GPRC5A,1282.103051,-0.01055652,0.086533615,0.388707191,0.999567267,,,,
ENSCAFG00000016800,EHHADH,1127.331122,-0.00946148,0.07964613,0.689064184,0.999567267,,,,
ENSCAFG00000016802,BNC1,580.8025166,0.003305046,0.082193674,0.846876095,0.999567267,,,,
ENSCAFG00000016807,CTNNA3,201.6300687,0.000220345,0.088007428,0.980008081,0.999567267,,,,
ENSCAFG00000016809,MYT1,4884.663493,0.031928728,0.079506546,0.230656063,0.999567267,,,,
ENSCAFG00000016810,CCDC190,68.28893041,-0.009515013,0.127879647,0.261916328,0.999567267,,,,
ENSCAFG00000016811,DDX47,136.9328012,-0.009921217,0.083309151,0.523654784,0.999567267,,,,
ENSCAFG00000016812,PAFAH1B2,696.4359315,0.001118605,0.080230261,0.959496469,0.999567267,,,,
ENSCAFG00000016814,CNKSR2,657.0949185,0.013812702,0.080527985,0.532965184,0.999567267,,,,
ENSCAFG00000016815,MAP3K13,859.986505,0.01206054,0.081234715,0.55398164,0.999567267,,,,
ENSCAFG00000016817,RPL11,1424.954453,-0.017144372,0.082940481,0.3401592,0.999567267,,,,
ENSCAFG00000016819,PISD,1538.62297,0.005280169,0.078380068,0.838786445,0.999567267,,,,
ENSCAFG00000016820,LAMC1,6.965507531,-0.008814348,0.094854291,0.347313629,0.999567267,,,,
ENSCAFG00000016822,TMEM41A,207.4882242,-0.010768851,0.095929162,0.27816634,0.999567267,,,,
ENSCAFG00000016825,SCRN3,1649.175778,-0.001921914,0.082920141,0.899113085,0.999567267,,,,
ENSCAFG00000016826,SNX6,12294.45486,0.004515714,0.079942294,0.842710418,0.999567267,,,,
ENSCAFG00000016828,LAMC2,665.9806297,-0.011635462,0.145637184,0.201573009,0.999567267,,,,
ENSCAFG00000016831,GPR19,2196.301999,0.025099022,0.079123594,0.338791682,0.999567267,,,,
ENSCAFG00000016832,LIPH,621.2162267,0.01743992,0.080874685,0.426135871,0.999567267,,,,
ENSCAFG00000016833,PRR14L,521.3757532,0.005313692,0.081663319,0.775511567,0.999567267,,,,
ENSCAFG00000016834,CREBL2,1482.404551,-0.000200748,0.079581682,0.993176387,0.999567267,,,,
ENSCAFG00000016835,NA,1837.684248,-0.004326257,0.082848717,0.78067113,0.999567267,,,,
ENSCAFG00000016836,RGS5,173.9037862,-0.012878963,0.083567819,0.417372612,0.999567267,,,,
ENSCAFG00000016838,NMNAT2,1133.025999,-0.018154953,0.079700101,0.455697245,0.999567267,,,,
ENSCAFG00000016839,NA,3528.536083,-0.001646479,0.077280493,0.952773652,0.999567267,,,,
ENSCAFG00000016840,GPR155,42.89413698,0.00443878,0.082684729,0.78079753,0.999567267,,,,
ENSCAFG00000016842,MKI67,630.9516225,0.018003418,0.079522507,0.4653193,0.999567267,,,,
ENSCAFG00000016844,MRC2,65.10409225,0.001428637,0.084908905,0.899401981,0.999567267,,,,
ENSCAFG00000016849,SIK3,304.0338493,0.004564454,0.086853078,0.652249291,0.999567267,,,,
ENSCAFG00000016851,KLHL34,1809.718772,0.015383736,0.079446136,0.530594882,0.999567267,,,,
ENSCAFG00000016852,PCMTD2,11.93078589,0.000402272,0.098515526,0.954457113,0.999567267,,,,
ENSCAFG00000016854,SMPX,143.4744298,-0.00334546,0.088671443,0.708688145,0.999567267,,,,
ENSCAFG00000016855,MGMT,145.6108317,-0.002960471,0.08980015,0.727749822,0.999567267,,,,
ENSCAFG00000016856,SENP2,3525.093453,0.000620471,0.083122384,0.96612852,0.999567267,,,,
ENSCAFG00000016858,DEPDC5,148.9429675,-0.001636083,0.090755578,0.83848171,0.999567267,,,,
ENSCAFG00000016859,ID3,6186.436158,0.006015076,0.080688515,0.77559849,0.999567267,,,,
ENSCAFG00000016860,LRRTM3,40.13652843,0.000800981,0.093349585,0.914883725,0.999567267,,,,
ENSCAFG00000016861,WIPF1,237.1895221,-0.005081316,0.086823471,0.621490228,0.999567267,,,,
ENSCAFG00000016862,MBTPS2,22961.84201,0.019015737,0.076289196,0.526048912,0.999567267,,,,
ENSCAFG00000016863,E2F2,41077.0619,-0.001910044,0.086121912,0.849777868,0.999567267,,,,
ENSCAFG00000016864,DUSP16,1434.605894,0.011481662,0.083403387,0.466703782,0.999567267,,,,
ENSCAFG00000016866,DLG1,17.59085683,-0.012808908,0.095398449,0.231440031,0.999567267,,,,
ENSCAFG00000016867,SMG7,372.2654308,-0.001089525,0.095922386,0.880514288,0.999567267,,,,
ENSCAFG00000016869,OTUB1,339.3208277,0.03041384,0.081393555,0.195301089,0.999567267,,,,
ENSCAFG00000016870,GLRX3,153.1889036,0.005780723,0.135379136,0.453889628,0.999567267,,,,
ENSCAFG00000016872,CHRNA1,19.98569263,0.012382629,0.104672056,0.207701798,0.999567267,,,,
ENSCAFG00000016874,SMS,93.20158094,-0.005207875,0.109590786,0.486364412,0.999567267,,,,
ENSCAFG00000016876,OVOL1,736.1551741,-0.001798715,0.078270225,0.945036545,0.999567267,,,,
ENSCAFG00000016877,KLHL18,1072.018208,-0.026221293,0.080252216,0.284352227,0.999567267,,,,
ENSCAFG00000016878,MAPK4,3105.852911,0.008939058,0.083073575,0.571311828,0.999567267,,,,
ENSCAFG00000016879,ADAMTSL3,178.0932628,0.005868042,0.082583382,0.719925025,0.999567267,,,,
ENSCAFG00000016882,RNASEH2C,4692.369721,-0.01689597,0.079328407,0.497536104,0.999567267,,,,
ENSCAFG00000016884,SKA1,1491.841894,-0.012136887,0.079102998,0.626273195,0.999567267,,,,
ENSCAFG00000016885,IGF2BP2,798.2517557,0.007377307,0.081423539,0.703874538,0.999567267,,,,
ENSCAFG00000016888,SYCE1,15.85943798,-0.00236861,0.087443417,0.798720528,0.999567267,,,,
ENSCAFG00000016889,KAT5,4879.025255,0.001642726,0.082628113,0.917663298,0.999567267,,,,
ENSCAFG00000016890,SAXO2,1557.27567,-0.004526615,0.080213956,0.838024418,0.999567267,,,,
ENSCAFG00000016891,BAZ1A,31.84241992,-0.006879384,0.084926467,0.578773922,0.999567267,,,,
ENSCAFG00000016892,NA,452.3071761,-0.011038435,0.080591212,0.611285115,0.999567267,,,,
ENSCAFG00000016893,DNAJC12,1451.239429,0.009196477,0.078210357,0.727664648,0.999567267,,,,
ENSCAFG00000016895,APOA4,1206.178523,0.003351538,0.07797008,0.899924467,0.999567267,,,,
ENSCAFG00000016896,HNRNPR,1451.064353,-0.006074596,0.137981631,0.436486824,0.999567267,,,,
ENSCAFG00000016897,INO80D,64.34045086,-0.004867918,0.090368784,0.582530789,0.999567267,,,,
ENSCAFG00000016900,CYP2E1,938.8575403,0.009235708,0.081080318,0.650990526,0.999567267,,,,
ENSCAFG00000016901,NCF2,630.1125673,0.006914386,0.081705715,0.711037651,0.999567267,,,,
ENSCAFG00000016904,SIRT1,851.8611517,-0.004058084,0.081749069,0.824753828,0.999567267,,,,
ENSCAFG00000016905,LMX1A,1656.778045,0.002563718,0.089588898,0.762454357,0.999567267,,,,
ENSCAFG00000016907,APOA1,3019.490856,0.001693133,0.104323867,0.80763006,0.999567267,,,,
ENSCAFG00000016909,APOC3,622.4061795,-0.014941908,0.080011077,0.522447246,0.999567267,,,,
ENSCAFG00000016911,LRP6,583.1447095,0.003381985,0.080309238,0.877189404,0.999567267,,,,
ENSCAFG00000016912,PHEX,27529.45029,-0.00335134,0.080731869,0.872457891,0.999567267,,,,
ENSCAFG00000016914,APOA5,82.36583806,-0.019080712,0.083736623,0.273098412,0.999567267,,,,
ENSCAFG00000016917,LUZP1,527.1915972,0.002831342,0.092625165,0.719516775,0.999567267,,,,
ENSCAFG00000016922,ATF2,56.68024902,-0.006559418,0.090920069,0.478762427,0.999567267,,,,
ENSCAFG00000016923,NDUFS1,466.2782775,-0.003831655,0.082083319,0.82608702,0.999567267,,,,
ENSCAFG00000016924,RELA,258.3154994,-0.002432573,0.080953695,0.904618838,0.999567267,,,,
ENSCAFG00000016925,FAM177A1,369.8206109,0.011891227,0.089798926,0.296890736,0.999567267,,,,
ENSCAFG00000016926,RXRG,3224.760347,0.007001612,0.079021214,0.777590867,0.999567267,,,,
ENSCAFG00000016928,NA,1318.263916,-0.002037924,0.099932006,0.774526208,0.999567267,,,,
ENSCAFG00000016929,ARPC5,2273.35684,-0.00197614,0.08022448,0.928590363,0.999567267,,,,
ENSCAFG00000016935,TRA2B,244.1677376,-0.000562141,0.094251283,0.939222555,0.999567267,,,,
ENSCAFG00000016936,LRRC52,1519.165426,-0.010064081,0.080503451,0.644726173,0.999567267,,,,
ENSCAFG00000016938,LRIG2,610.8828745,-0.001019276,0.080024557,0.963863564,0.999567267,,,,
ENSCAFG00000016940,APOBEC4,1632.790615,-0.021675552,0.077528147,0.445598278,0.999567267,,,,
ENSCAFG00000016941,SIPA1,2131.42442,0.002874883,0.080873196,0.888543514,0.999567267,,,,
ENSCAFG00000016942,PTCHD1,1412.505343,-0.004389564,0.073354852,0.894100657,0.999567267,,,,
ENSCAFG00000016943,BCL2L14,2039.408841,-0.017292299,0.079776582,0.472880041,0.999567267,,,,
ENSCAFG00000016944,MGST3,2593.511171,0.028907883,0.080642136,0.234756057,0.999567267,,,,
ENSCAFG00000016946,BDH1,1846.547577,-0.014935693,0.078922046,0.557833039,0.999567267,,,,
ENSCAFG00000016952,KDM1A,211.359949,0.01115183,0.092681244,0.288803299,0.999567267,,,,
ENSCAFG00000016954,GPR1,1420.70947,-0.004933626,0.082206469,0.774325052,0.999567267,,,,
ENSCAFG00000016955,TAFA3,534.3270657,0.002531748,0.078029363,0.923984611,0.999567267,,,,
ENSCAFG00000016956,NA,93.58064433,-0.000267819,0.113589109,0.968981739,0.999567267,,,,
ENSCAFG00000016958,NA,2492.252256,0.005957656,0.081020726,0.769076868,0.999567267,,,,
ENSCAFG00000016959,HIP1,30.27042107,0.000617784,0.098137148,0.930378497,0.999567267,,,,
ENSCAFG00000016961,APOD,1460.233811,0.005287755,0.144599779,0.499346706,0.999567267,,,,
ENSCAFG00000016962,PRDX4,765.6678828,0.014738777,0.082466875,0.418648134,0.999567267,,,,
ENSCAFG00000016964,ETV6,2404.627078,0.014105733,0.080989111,0.505704356,0.999567267,,,,
ENSCAFG00000016966,NA,15200.77767,0.008674513,0.09400169,0.358245747,0.999567267,,,,
ENSCAFG00000016967,EFCAB3,1155.13881,-0.012259183,0.089848761,0.287108192,0.999567267,,,,
ENSCAFG00000016969,SMIM10L1,1495.783873,0.005194166,0.080619542,0.8066493,0.999567267,,,,
ENSCAFG00000016971,TAS2R10,1071.476097,0.013684519,0.074250488,0.671226866,0.999567267,,,,
ENSCAFG00000016972,PPM1J,2771.258263,0.001318071,0.082202119,0.938218594,0.999567267,,,,
ENSCAFG00000016977,PCNX3,84.30281959,-0.004074675,0.105547369,0.576767278,0.999567267,,,,
ENSCAFG00000016980,ACOT9,4552.909436,-0.030897079,0.081367146,0.191003416,0.999567267,,,,
ENSCAFG00000016983,NA,698.5376082,0.014681547,0.094373202,0.201367364,0.999567267,,,,
ENSCAFG00000016984,SETD2,1112.110464,0.003005764,0.082397604,0.855990624,0.999567267,,,,
ENSCAFG00000016987,CXHXorf58,9702.918704,-0.004729857,0.111756902,0.52011718,0.999567267,,,,
ENSCAFG00000016988,NA,894.4209214,-0.001606271,0.0849148,0.887058317,0.999567267,,,,
ENSCAFG00000016989,CCL24,3194.151309,0.023621209,0.076464798,0.432641027,0.999567267,,,,
ENSCAFG00000016990,KLHL15,344.0589987,-0.001006961,0.131444793,0.889474608,0.999567267,,,,
ENSCAFG00000016991,BUD13,42.12969176,-0.000538997,0.084278906,0.964763455,0.999567267,,,,
ENSCAFG00000016996,NA,1401.207088,-0.001457231,0.079812595,0.949430441,0.999567267,,,,
ENSCAFG00000016997,NA,10.72751261,0.0056884,0.089370877,0.544289577,0.999567267,,,,
ENSCAFG00000016998,PSMA6,815.7398057,-0.017913301,0.077626932,0.52151072,0.999567267,,,,
ENSCAFG00000017001,RGL1,201.5275541,-0.00626948,0.083114119,0.679987913,0.999567267,,,,
ENSCAFG00000017002,ECHS1,262.157639,0.002434786,0.081617702,0.895814566,0.999567267,,,,
ENSCAFG00000017004,MFAP1,6510.921136,-0.015759865,0.081280349,0.448993641,0.999567267,,,,
ENSCAFG00000017008,MAP3K11,3024.834059,-0.013137579,0.085016813,0.356092258,0.999567267,,,,
ENSCAFG00000017009,MTX2,547.2767421,-0.004929801,0.092584055,0.55868268,0.999567267,,,,
ENSCAFG00000017010,STYK1,19.3757704,-0.006222666,0.102629297,0.433311793,0.999567267,,,,
ENSCAFG00000017011,NFKBIA,2345.465855,0.014052202,0.084377467,0.354265326,0.999567267,,,,
ENSCAFG00000017014,ACAP2,286.0424069,0.002664519,0.083036639,0.858285985,0.999567267,,,,
ENSCAFG00000017017,KCNK7,869.5256606,-0.008230808,0.114917938,0.31576065,0.999567267,,,,
ENSCAFG00000017018,CALY,125505.3417,-0.009028844,0.151818934,0.291629449,0.999567267,,,,
ENSCAFG00000017021,INSM2,4952.041519,-0.001653828,0.081904923,0.926007025,0.999567267,,,,
ENSCAFG00000017024,ZNF511,78.82225383,0.018700153,0.088091959,0.191739676,0.999567267,,,,
ENSCAFG00000017026,WDR76,1180.364248,-0.016883414,0.083905541,0.308124859,0.999567267,,,,
ENSCAFG00000017027,XXYLT1,1737.394849,-0.003564264,0.102643127,0.624083904,0.999567267,,,,
ENSCAFG00000017028,WNT9B,6453.826989,0.002501051,0.081439317,0.895611697,0.999567267,,,,
ENSCAFG00000017031,NA,1280.086968,-0.015908125,0.081787308,0.421636728,0.999567267,,,,
ENSCAFG00000017033,MDH1B,526.3658644,-0.007177152,0.082398223,0.672635312,0.999567267,,,,
ENSCAFG00000017035,SLC5A1,894.4176829,0.015392535,0.079428532,0.530944724,0.999567267,,,,
ENSCAFG00000017036,ADAM8,9350.543653,-0.005718072,0.08319833,0.701638426,0.999567267,,,,
ENSCAFG00000017037,VENTX,755.7126407,-0.007033595,0.121271967,0.36990119,0.999567267,,,,
ENSCAFG00000017039,WNT3,3421.59643,-0.029772828,0.080022858,0.242507316,0.999567267,,,,
ENSCAFG00000017041,LSG1,1249.146431,0.007702242,0.079223858,0.75240139,0.999567267,,,,
ENSCAFG00000017042,HOXD10,950.6789697,-0.00717568,0.087776077,0.492472908,0.999567267,,,,
ENSCAFG00000017046,HOXD4,159.1635859,-0.002127145,0.085741651,0.838692174,0.999567267,,,,
ENSCAFG00000017049,TSEN15,732.071164,0.009924432,0.080712896,0.641845607,0.999567267,,,,
ENSCAFG00000017050,FASTKD2,555.9077903,-0.006400754,0.109180695,0.411241336,0.999567267,,,,
ENSCAFG00000017051,ATP13A3,16.42584461,-0.002677998,0.086149957,0.792582597,0.999567267,,,,
ENSCAFG00000017055,C7H1orf21,1901.602284,0.003566244,0.079352588,0.881880293,0.999567267,,,,
ENSCAFG00000017057,EHBP1L1,10.55996335,0.000163556,0.095268637,0.982025189,0.999567267,,,,
ENSCAFG00000017058,HOXD3,2552.545078,-0.01119695,0.078838267,0.658901231,0.999567267,,,,
ENSCAFG00000017059,LRRC15,1502.852237,0.017227408,0.081986929,0.380958144,0.999567267,,,,
ENSCAFG00000017060,POR,1652.135727,-0.020954006,0.075693475,0.497760548,0.999567267,,,,
ENSCAFG00000017063,TMCO1,138.5956713,-0.011551129,0.084768772,0.40840845,0.999567267,,,,
ENSCAFG00000017064,FRMD5,13.02872673,-0.00720266,0.097416951,0.400787357,0.999567267,,,,
ENSCAFG00000017065,FAM89B,1364.351904,-0.014827608,0.080693619,0.498840772,0.999567267,,,,
ENSCAFG00000017066,HERC4,16817.21308,-0.015061195,0.082143652,0.425969664,0.999567267,,,,
ENSCAFG00000017069,PDK3,374.233865,-0.005347889,0.098447732,0.499625892,0.999567267,,,,
ENSCAFG00000017070,NA,797.0866253,-0.004606171,0.081700329,0.803246733,0.999567267,,,,
